stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.00000] opening D:\School\Info\sokoban\src\Debug\allegro5.cfg r
display  D   display_settings.c:212  debug_display_settings           [   0.88868] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.88873] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.88877] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.88883] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.88887] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.88892] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.88896] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.88901] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.88905] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.88911] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.88914] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.88920] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.88924] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.88929] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.88933] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.88938] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.88942] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.88948] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.88952] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.88957] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.88961] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.88966] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.88970] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.88975] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.88979] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.88985] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.88988] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.88994] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.88998] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.89003] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.89007] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.89012] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.89016] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.89021] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.89026] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.89032] Score is : 586
display  D   display_settings.c:212  debug_display_settings           [   0.89035] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.89040] Score is : 585
display  D   display_settings.c:212  debug_display_settings           [   0.89044] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.89049] Score is : 584
display  D   display_settings.c:212  debug_display_settings           [   0.89052] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.89057] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89061] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.89066] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89069] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89074] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89078] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89083] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89087] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89091] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89095] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89100] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89104] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89109] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89113] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89117] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89121] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89126] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89130] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.89135] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89139] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.89144] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89148] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89153] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89157] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89162] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89166] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89171] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89175] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89180] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89184] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89189] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89192] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89201] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89206] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89211] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89214] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.89219] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89223] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.89230] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89235] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89241] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89245] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89250] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89254] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89260] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89264] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89269] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89273] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89291] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89295] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89300] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89304] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89310] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89314] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.89320] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89324] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.89331] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89337] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89343] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89347] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89353] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89357] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89365] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89369] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89375] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89379] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89384] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89388] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89393] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89397] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89403] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89407] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.89412] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89416] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.89421] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89425] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89430] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89435] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89440] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89443] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89448] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89452] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89457] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89461] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89466] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89470] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89474] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89478] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89483] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89487] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.89491] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89495] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.89500] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89504] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89508] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89512] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89517] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89521] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89526] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89529] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89535] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89538] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89543] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89547] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89552] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89555] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89560] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89564] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.89569] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89573] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.89577] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89581] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89586] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89589] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89595] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89599] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89603] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89607] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89612] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89616] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89621] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89624] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89630] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89634] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89640] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89644] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.89649] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89653] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.89659] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89663] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89668] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89672] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89678] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89682] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89687] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89691] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89697] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89701] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89706] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89711] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89716] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.89720] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.89725] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1669 d3d_create_display_internals     [   0.89742] Trying format 0.
d3d      I         d3d_disp.cpp:1344 d3d_display_thread_proc          [   0.89808] Chose a display format: 23
d3d      I         d3d_disp.cpp:1413 d3d_display_thread_proc          [   0.89813] Normal window.
d3d      I         d3d_disp.cpp:781  d3d_create_device                [   0.90692] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:839  d3d_create_device                [   0.97629] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:847  d3d_create_device                [   0.97637] Success
d3d      D         d3d_disp.cpp:1692 d3d_create_display_internals     [   0.97643] Resumed after wait.
d3d      I         d3d_disp.cpp:1725 d3d_create_display_internals     [   0.97659] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1756 d3d_create_display_internals     [   0.97667] Returning d3d_display: 02918F80
d3d      D         d3d_disp.cpp:1781 d3d_create_display_locked        [   0.97671] al_display=02918F80
d3d      D         d3d_disp.cpp:1782 d3d_create_display_locked        [   0.97681] al_display->vt=02918EA0
system   D            wsystem.c:721  maybe_parent_dir                 [   0.97711] Also searching D:\School\Info\sokoban\src\
system   W            wsystem.c:775  _al_win_safe_load_library        [   0.97852] PathFindOnPath failed to find d3dx9_43.dll
system   D            wsystem.c:721  maybe_parent_dir                 [   0.97870] Also searching D:\School\Info\sokoban\src\
system   W            wsystem.c:775  _al_win_safe_load_library        [   0.97965] PathFindOnPath failed to find d3dx9_42.dll
system   D            wsystem.c:721  maybe_parent_dir                 [   0.97984] Also searching D:\School\Info\sokoban\src\
system   W            wsystem.c:775  _al_win_safe_load_library        [   0.98095] PathFindOnPath failed to find d3dx9_41.dll
system   D            wsystem.c:721  maybe_parent_dir                 [   0.98120] Also searching D:\School\Info\sokoban\src\
system   W            wsystem.c:775  _al_win_safe_load_library        [   0.98221] PathFindOnPath failed to find d3dx9_40.dll
system   D            wsystem.c:721  maybe_parent_dir                 [   0.98242] Also searching D:\School\Info\sokoban\src\
system   W            wsystem.c:775  _al_win_safe_load_library        [   0.98357] PathFindOnPath failed to find d3dx9_39.dll
system   D            wsystem.c:721  maybe_parent_dir                 [   0.98373] Also searching D:\School\Info\sokoban\src\
system   W            wsystem.c:775  _al_win_safe_load_library        [   0.98443] PathFindOnPath failed to find d3dx9_38.dll
system   D            wsystem.c:721  maybe_parent_dir                 [   0.98456] Also searching D:\School\Info\sokoban\src\
system   W            wsystem.c:775  _al_win_safe_load_library        [   0.98518] PathFindOnPath failed to find d3dx9_37.dll
system   D            wsystem.c:721  maybe_parent_dir                 [   0.98530] Also searching D:\School\Info\sokoban\src\
system   W            wsystem.c:775  _al_win_safe_load_library        [   0.98592] PathFindOnPath failed to find d3dx9_36.dll
system   D            wsystem.c:721  maybe_parent_dir                 [   0.98604] Also searching D:\School\Info\sokoban\src\
system   W            wsystem.c:775  _al_win_safe_load_library        [   0.98670] PathFindOnPath failed to find d3dx9_35.dll
system   D            wsystem.c:721  maybe_parent_dir                 [   0.98683] Also searching D:\School\Info\sokoban\src\
system   W            wsystem.c:775  _al_win_safe_load_library        [   0.98750] PathFindOnPath failed to find d3dx9_34.dll
system   D            wsystem.c:721  maybe_parent_dir                 [   0.98762] Also searching D:\School\Info\sokoban\src\
system   W            wsystem.c:775  _al_win_safe_load_library        [   0.98823] PathFindOnPath failed to find d3dx9_33.dll
system   D            wsystem.c:721  maybe_parent_dir                 [   0.98836] Also searching D:\School\Info\sokoban\src\
system   W            wsystem.c:775  _al_win_safe_load_library        [   0.98898] PathFindOnPath failed to find d3dx9_32.dll
system   D            wsystem.c:721  maybe_parent_dir                 [   0.98910] Also searching D:\School\Info\sokoban\src\
system   W            wsystem.c:775  _al_win_safe_load_library        [   0.98976] PathFindOnPath failed to find d3dx9_31.dll
system   D            wsystem.c:721  maybe_parent_dir                 [   0.98990] Also searching D:\School\Info\sokoban\src\
system   W            wsystem.c:775  _al_win_safe_load_library        [   0.99059] PathFindOnPath failed to find d3dx9_30.dll
system   D            wsystem.c:721  maybe_parent_dir                 [   0.99072] Also searching D:\School\Info\sokoban\src\
system   W            wsystem.c:775  _al_win_safe_load_library        [   0.99140] PathFindOnPath failed to find d3dx9_29.dll
system   D            wsystem.c:721  maybe_parent_dir                 [   0.99157] Also searching D:\School\Info\sokoban\src\
system   W            wsystem.c:775  _al_win_safe_load_library        [   0.99244] PathFindOnPath failed to find d3dx9_28.dll
system   D            wsystem.c:721  maybe_parent_dir                 [   0.99261] Also searching D:\School\Info\sokoban\src\
system   W            wsystem.c:775  _al_win_safe_load_library        [   0.99345] PathFindOnPath failed to find d3dx9_27.dll
system   D            wsystem.c:721  maybe_parent_dir                 [   0.99363] Also searching D:\School\Info\sokoban\src\
system   W            wsystem.c:775  _al_win_safe_load_library        [   0.99440] PathFindOnPath failed to find d3dx9_26.dll
system   D            wsystem.c:721  maybe_parent_dir                 [   0.99454] Also searching D:\School\Info\sokoban\src\
system   W            wsystem.c:775  _al_win_safe_load_library        [   0.99525] PathFindOnPath failed to find d3dx9_25.dll
system   D            wsystem.c:721  maybe_parent_dir                 [   0.99542] Also searching D:\School\Info\sokoban\src\
system   W            wsystem.c:775  _al_win_safe_load_library        [   0.99630] PathFindOnPath failed to find d3dx9_24.dll
d3dx9    E        d3d_d3dx9.cpp:121  _al_load_d3dx9_module            [   0.99640] Failed to load D3DX9 library. Library is not installed.stdio    D         file_stdio.c:109  file_stdio_fopen                 [   0.99666] opening Level/Player/Character4.png rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99715] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99720] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99724] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99728] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99732] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99737] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99741] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99744] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99748] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   0.99752] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   0.99756] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.99761] Found a format
d3d      I         d3d_disp.cpp:2378 d3d_create_bitmap                [   0.99765] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.99846] added dtor for bitmap 002636D0, func 6C3B222A
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99938] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99944] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99948] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99952] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99965] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99969] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99973] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   0.99977] Fake format
